	x (m)	y (m)	Mesure ch1 (V)	Mesure ch2 (V)
30897	 8.8000e-03	 1.0600e-02	 4.3168e+00	 5.6981e+00
30898	 9.0000e-03	 1.0600e-02	 4.3132e+00	 5.1912e+00
30899	 9.2000e-03	 1.0600e-02	 4.3753e+00	 5.2231e+00
30900	 9.4000e-03	 1.0600e-02	 4.4102e+00	 7.3285e+00
30901	 9.6000e-03	 1.0600e-02	 4.3260e+00	 6.3082e+00
30902	 9.8000e-03	 1.0600e-02	 4.3484e+00	 5.4734e+00
30903	 1.0000e-02	 1.0600e-02	 4.3563e+00	 6.2812e+00
30904	 1.0200e-02	 1.0600e-02	 4.2734e+00	 6.1547e+00
30905	 1.0400e-02	 1.0600e-02	 4.4299e+00	 5.9008e+00
30906	 1.0600e-02	 1.0600e-02	 4.3717e+00	 5.5609e+00
30907	 1.0800e-02	 1.0600e-02	 4.3668e+00	 5.5180e+00
30908	 1.1000e-02	 1.0600e-02	 4.4260e+00	 3.8320e+00
30909	 1.1200e-02	 1.0600e-02	 4.3934e+00	 3.8550e+00
30910	 1.1400e-02	 1.0600e-02	 4.2544e+00	 6.1981e+00
30911	 1.1600e-02	 1.0600e-02	 4.3977e+00	 3.6571e+00
30912	 1.1800e-02	 1.0600e-02	 4.3073e+00	 4.4920e+00
30913	 1.2000e-02	 1.0600e-02	 4.3698e+00	 4.3934e+00
30914	 1.2200e-02	 1.0600e-02	 4.4168e+00	 3.5953e+00
30915	 1.2400e-02	 1.0600e-02	 4.3122e+00	 4.7759e+00
30916	 1.2600e-02	 1.0600e-02	 4.4066e+00	 3.8188e+00
30917	 1.2800e-02	 1.0600e-02	 4.2532e+00	 3.8105e+00
30918	 1.3000e-02	 1.0600e-02	 4.3154e+00	 3.7508e+00
30919	 1.3200e-02	 1.0600e-02	 4.3500e+00	 2.9237e+00
30920	 1.3400e-02	 1.0600e-02	 4.3941e+00	 4.1213e+00
30921	 1.3600e-02	 1.0600e-02	 4.4661e+00	 3.3044e+00
30922	 1.3800e-02	 1.0600e-02	 4.3441e+00	 2.9530e+00
30923	 1.4000e-02	 1.0600e-02	 4.4352e+00	 2.7942e+00
30924	 1.4200e-02	 1.0600e-02	 4.3379e+00	 2.5211e+00
30925	 1.4400e-02	 1.0600e-02	 4.4016e+00	 2.5135e+00
30926	 1.4600e-02	 1.0600e-02	 4.4421e+00	 3.6832e+00
30927	 1.4800e-02	 1.0600e-02	 4.3645e+00	 3.3611e+00
30928	 1.5000e-02	 1.0600e-02	 4.4273e+00	 2.7647e+00
30929	 1.5200e-02	 1.0600e-02	 4.4355e+00	 4.1502e+00
30930	 1.5400e-02	 1.0600e-02	 4.4105e+00	 2.8297e+00
30931	 1.5600e-02	 1.0600e-02	 4.3430e+00	 3.8241e+00
30932	 1.5800e-02	 1.0600e-02	 4.4510e+00	 4.6120e+00
30933	 1.6000e-02	 1.0600e-02	 4.3938e+00	 3.5716e+00
30934	 1.6200e-02	 1.0600e-02	 4.4286e+00	 5.3901e+00
30935	 1.6400e-02	 1.0600e-02	 4.3435e+00	 3.0779e+00
30936	 1.6600e-02	 1.0600e-02	 4.3737e+00	 3.5493e+00
30937	 1.6800e-02	 1.0600e-02	 4.3145e+00	 3.7021e+00
30938	 1.7000e-02	 1.0600e-02	 4.3205e+00	 3.1068e+00
30939	 1.7200e-02	 1.0600e-02	 4.3892e+00	 3.0495e+00
30940	 1.7400e-02	 1.0600e-02	 4.2812e+00	 3.0671e+00
30941	 1.7600e-02	 1.0600e-02	 4.4220e+00	 3.2991e+00
30942	 1.7800e-02	 1.0600e-02	 4.3934e+00	 3.6686e+00
30943	 1.8000e-02	 1.0600e-02	 4.4164e+00	 2.9231e+00
30944	 1.8200e-02	 1.0600e-02	 4.2905e+00	 2.7461e+00
30945	 1.8400e-02	 1.0600e-02	 4.3832e+00	 3.3964e+00
30946	 1.8600e-02	 1.0600e-02	 4.3379e+00	 3.5348e+00
30947	 1.8800e-02	 1.0600e-02	 4.3573e+00	 3.9526e+00
30948	 1.9000e-02	 1.0600e-02	 4.3892e+00	 3.8106e+00
30949	 1.9200e-02	 1.0600e-02	 4.3862e+00	 3.9908e+00
30950	 1.9400e-02	 1.0600e-02	 4.4394e+00	 3.7728e+00
30951	 1.9600e-02	 1.0600e-02	 4.3372e+00	 3.8320e+00
30952	 1.9800e-02	 1.0600e-02	 4.3099e+00	 4.6741e+00
30953	 2.0000e-02	 1.0600e-02	 4.4680e+00	 3.3100e+00
30954	-2.0000e-02	 1.0800e-02	 4.3494e+00	 4.8881e+00
30955	-1.9800e-02	 1.0800e-02	 4.2915e+00	 4.8073e+00
30956	-1.9600e-02	 1.0800e-02	 4.3293e+00	 5.9557e+00
30957	-1.9400e-02	 1.0800e-02	 4.2761e+00	 4.5012e+00
30958	-1.9200e-02	 1.0800e-02	 4.2879e+00	 5.4430e+00
30959	-1.9000e-02	 1.0800e-02	 4.4260e+00	 5.4164e+00
30960	-1.8800e-02	 1.0800e-02	 4.2133e+00	 5.0443e+00
30961	-1.8600e-02	 1.0800e-02	 4.3977e+00	 4.3494e+00
30962	-1.8400e-02	 1.0800e-02	 4.3780e+00	 5.0923e+00
30963	-1.8200e-02	 1.0800e-02	 4.3655e+00	 5.2678e+00
30964	-1.8000e-02	 1.0800e-02	 4.3629e+00	 4.9904e+00
30965	-1.7800e-02	 1.0800e-02	 4.3599e+00	 3.9643e+00
30966	-1.7600e-02	 1.0800e-02	 4.2850e+00	 4.2787e+00
30967	-1.7400e-02	 1.0800e-02	 4.3152e+00	 3.6775e+00
30968	-1.7200e-02	 1.0800e-02	 4.3467e+00	 3.9497e+00
30969	-1.7000e-02	 1.0800e-02	 4.3885e+00	 4.1032e+00
30970	-1.6800e-02	 1.0800e-02	 4.3747e+00	 3.8344e+00
30971	-1.6600e-02	 1.0800e-02	 4.4016e+00	 3.3955e+00
30972	-1.6400e-02	 1.0800e-02	 4.4181e+00	 3.5545e+00
30973	-1.6200e-02	 1.0800e-02	 4.3612e+00	 3.2620e+00
30974	-1.6000e-02	 1.0800e-02	 4.2521e+00	 3.1529e+00
30975	-1.5800e-02	 1.0800e-02	 4.3037e+00	 3.1563e+00
30976	-1.5600e-02	 1.0800e-02	 4.5200e+00	 2.8195e+00
30977	-1.5400e-02	 1.0800e-02	 4.3826e+00	 3.7133e+00
30978	-1.5200e-02	 1.0800e-02	 4.3510e+00	 3.2370e+00
30979	-1.5000e-02	 1.0800e-02	 4.4362e+00	 3.8819e+00
30980	-1.4800e-02	 1.0800e-02	 4.3648e+00	 3.2179e+00
30981	-1.4600e-02	 1.0800e-02	 4.3375e+00	 3.4551e+00
30982	-1.4400e-02	 1.0800e-02	 4.3625e+00	 3.1187e+00
30983	-1.4200e-02	 1.0800e-02	 4.3024e+00	 3.4523e+00
30984	-1.4000e-02	 1.0800e-02	 4.3796e+00	 2.6654e+00
30985	-1.3800e-02	 1.0800e-02	 4.3993e+00	 3.3987e+00
30986	-1.3600e-02	 1.0800e-02	 4.2774e+00	 3.1706e+00
30987	-1.3400e-02	 1.0800e-02	 4.3339e+00	 3.1614e+00
30988	-1.3200e-02	 1.0800e-02	 4.2708e+00	 5.0735e+00
30989	-1.3000e-02	 1.0800e-02	 4.3602e+00	 3.6954e+00
30990	-1.2800e-02	 1.0800e-02	 4.4064e+00	 3.3553e+00
30991	-1.2600e-02	 1.0800e-02	 4.4197e+00	 3.1920e+00
30992	-1.2400e-02	 1.0800e-02	 4.2800e+00	 5.7471e+00
30993	-1.2200e-02	 1.0800e-02	 4.3543e+00	 5.7129e+00
30994	-1.2000e-02	 1.0800e-02	 4.3372e+00	 4.0448e+00
30995	-1.1800e-02	 1.0800e-02	 4.5055e+00	 3.8455e+00
30996	-1.1600e-02	 1.0800e-02	 4.4638e+00	 5.6000e+00
30997	-1.1400e-02	 1.0800e-02	 4.3287e+00	 4.2241e+00
30998	-1.1200e-02	 1.0800e-02	 4.3297e+00	 5.5462e+00
30999	-1.1000e-02	 1.0800e-02	 4.4339e+00	 6.8575e+00
31000	-1.0800e-02	 1.0800e-02	 4.4335e+00	 4.5106e+00
31001	-1.0600e-02	 1.0800e-02	 4.5052e+00	 4.3527e+00
31002	-1.0400e-02	 1.0800e-02	 4.3270e+00	 5.4795e+00
31003	-1.0200e-02	 1.0800e-02	 4.2948e+00	 4.8339e+00
31004	-1.0000e-02	 1.0800e-02	 4.3254e+00	 5.1237e+00
31005	-9.8000e-03	 1.0800e-02	 4.4878e+00	 5.6411e+00
31006	-9.6000e-03	 1.0800e-02	 4.3444e+00	 6.3578e+00
31007	-9.4000e-03	 1.0800e-02	 4.2195e+00	 6.7825e+00
31008	-9.2000e-03	 1.0800e-02	 4.3997e+00	 6.2101e+00
31009	-9.0000e-03	 1.0800e-02	 4.4289e+00	 6.3825e+00
31010	-8.8000e-03	 1.0800e-02	 4.3435e+00	 5.4128e+00
31011	-8.6000e-03	 1.0800e-02	 4.3573e+00	 6.7293e+00
31012	-8.4000e-03	 1.0800e-02	 4.2343e+00	 5.4295e+00
31013	-8.2000e-03	 1.0800e-02	 4.2754e+00	 6.7129e+00
31014	-8.0000e-03	 1.0800e-02	 4.2547e+00	 6.0350e+00
31015	-7.8000e-03	 1.0800e-02	 4.2324e+00	 6.2875e+00
31016	-7.6000e-03	 1.0800e-02	 4.2610e+00	 5.5048e+00
31017	-7.4000e-03	 1.0800e-02	 4.3514e+00	 5.9841e+00
31018	-7.2000e-03	 1.0800e-02	 4.2287e+00	 5.4882e+00
31019	-7.0000e-03	 1.0800e-02	 4.2876e+00	 4.5614e+00
31020	-6.8000e-03	 1.0800e-02	 4.3431e+00	 6.2122e+00
31021	-6.6000e-03	 1.0800e-02	 4.3352e+00	 5.2440e+00
31022	-6.4000e-03	 1.0800e-02	 4.3287e+00	 4.7445e+00
31023	-6.2000e-03	 1.0800e-02	 4.2521e+00	 5.5505e+00
31024	-6.0000e-03	 1.0800e-02	 4.2324e+00	 5.7642e+00
31025	-5.8000e-03	 1.0800e-02	 4.2682e+00	 6.0650e+00
31026	-5.6000e-03	 1.0800e-02	 4.2711e+00	 4.7174e+00
31027	-5.4000e-03	 1.0800e-02	 4.3359e+00	 5.6853e+00
31028	-5.2000e-03	 1.0800e-02	 4.2159e+00	 4.2330e+00
31029	-5.0000e-03	 1.0800e-02	 4.2616e+00	 5.0257e+00
31030	-4.8000e-03	 1.0800e-02	 4.3648e+00	 6.1889e+00
31031	-4.6000e-03	 1.0800e-02	 4.3267e+00	 4.8365e+00
31032	-4.4000e-03	 1.0800e-02	 4.1625e+00	 5.7412e+00
31033	-4.2000e-03	 1.0800e-02	 4.2961e+00	 6.0500e+00
31034	-4.0000e-03	 1.0800e-02	 4.2873e+00	 5.7017e+00
31035	-3.8000e-03	 1.0800e-02	 4.3379e+00	 6.0906e+00
31036	-3.6000e-03	 1.0800e-02	 4.3011e+00	 5.2330e+00
31037	-3.4000e-03	 1.0800e-02	 4.3329e+00	 6.3237e+00
31038	-3.2000e-03	 1.0800e-02	 4.4138e+00	 6.2921e+00
31039	-3.0000e-03	 1.0800e-02	 4.3438e+00	 5.3875e+00
31040	-2.8000e-03	 1.0800e-02	 4.4516e+00	 6.2083e+00
31041	-2.6000e-03	 1.0800e-02	 4.2974e+00	 4.7570e+00
31042	-2.4000e-03	 1.0800e-02	 4.2416e+00	 5.6603e+00
31043	-2.2000e-03	 1.0800e-02	 4.3175e+00	 5.7780e+00
31044	-2.0000e-03	 1.0800e-02	 4.4243e+00	 5.2205e+00
31045	-1.8000e-03	 1.0800e-02	 4.4131e+00	 5.0288e+00
31046	-1.6000e-03	 1.0800e-02	 4.3678e+00	 5.6721e+00
31047	-1.4000e-03	 1.0800e-02	 4.4427e+00	 5.2635e+00
31048	-1.2000e-03	 1.0800e-02	 4.4043e+00	 5.7819e+00
31049	-1.0000e-03	 1.0800e-02	 4.3560e+00	 5.4519e+00
31050	-8.0000e-04	 1.0800e-02	 4.4891e+00	 5.9765e+00
31051	-6.0000e-04	 1.0800e-02	 4.5542e+00	 5.2017e+00
31052	-4.0000e-04	 1.0800e-02	 4.4007e+00	 5.9164e+00
31053	-2.0000e-04	 1.0800e-02	 4.3231e+00	 5.7040e+00
31054	 0.0000e+00	 1.0800e-02	 4.4394e+00	 5.6225e+00
31055	 2.0000e-04	 1.0800e-02	 4.4516e+00	 5.7159e+00
31056	 4.0000e-04	 1.0800e-02	 4.2672e+00	 5.5285e+00
31057	 6.0000e-04	 1.0800e-02	 4.5289e+00	 5.5270e+00
31058	 8.0000e-04	 1.0800e-02	 4.3839e+00	 5.4542e+00
31059	 1.0000e-03	 1.0800e-02	 4.4155e+00	 5.5969e+00
31060	 1.2000e-03	 1.0800e-02	 4.4243e+00	 5.7829e+00
31061	 1.4000e-03	 1.0800e-02	 4.4237e+00	 6.0265e+00
31062	 1.6000e-03	 1.0800e-02	 4.4217e+00	 5.5903e+00
31063	 1.8000e-03	 1.0800e-02	 4.3241e+00	 5.6347e+00
31064	 2.0000e-03	 1.0800e-02	 4.4013e+00	 5.8306e+00
31065	 2.2000e-03	 1.0800e-02	 4.3244e+00	 5.6646e+00
31066	 2.4000e-03	 1.0800e-02	 4.3221e+00	 6.0761e+00
31067	 2.6000e-03	 1.0800e-02	 4.2501e+00	 5.7887e+00
31068	 2.8000e-03	 1.0800e-02	 4.2780e+00	 5.6409e+00
31069	 3.0000e-03	 1.0800e-02	 4.2268e+00	 5.3503e+00
31070	 3.2000e-03	 1.0800e-02	 4.3168e+00	 5.4736e+00
31071	 3.4000e-03	 1.0800e-02	 4.4056e+00	 5.6393e+00
31072	 3.6000e-03	 1.0800e-02	 4.2330e+00	 5.4650e+00
31073	 3.8000e-03	 1.0800e-02	 4.3747e+00	 5.3681e+00
31074	 4.0000e-03	 1.0800e-02	 4.2932e+00	 5.7352e+00
31075	 4.2000e-03	 1.0800e-02	 4.2652e+00	 6.0298e+00
31076	 4.4000e-03	 1.0800e-02	 4.2958e+00	 4.6452e+00
31077	 4.6000e-03	 1.0800e-02	 4.3356e+00	 5.0865e+00
31078	 4.8000e-03	 1.0800e-02	 4.3415e+00	 5.1179e+00
31079	 5.0000e-03	 1.0800e-02	 4.4174e+00	 4.6827e+00
31080	 5.2000e-03	 1.0800e-02	 4.1880e+00	 4.9559e+00
31081	 5.4000e-03	 1.0800e-02	 4.2386e+00	 5.0931e+00
31082	 5.6000e-03	 1.0800e-02	 4.3208e+00	 5.5679e+00
31083	 5.8000e-03	 1.0800e-02	 4.3530e+00	 5.5873e+00
31084	 6.0000e-03	 1.0800e-02	 4.2580e+00	 5.3543e+00
31085	 6.2000e-03	 1.0800e-02	 4.2508e+00	 4.7941e+00
31086	 6.4000e-03	 1.0800e-02	 4.3510e+00	 5.6458e+00
31087	 6.6000e-03	 1.0800e-02	 4.3873e+00	 5.2412e+00
31088	 6.8000e-03	 1.0800e-02	 4.4187e+00	 4.9391e+00
31089	 7.0000e-03	 1.0800e-02	 4.1811e+00	 5.7132e+00
31090	 7.2000e-03	 1.0800e-02	 4.2455e+00	 6.5518e+00
31091	 7.4000e-03	 1.0800e-02	 4.2360e+00	 5.6264e+00
31092	 7.6000e-03	 1.0800e-02	 4.3392e+00	 6.1139e+00
31093	 7.8000e-03	 1.0800e-02	 4.4079e+00	 5.4496e+00
31094	 8.0000e-03	 1.0800e-02	 4.3093e+00	 5.8855e+00
31095	 8.2000e-03	 1.0800e-02	 4.3609e+00	 5.2136e+00
31096	 8.4000e-03	 1.0800e-02	 4.3231e+00	 6.0041e+00
31097	 8.6000e-03	 1.0800e-02	 4.3691e+00	 5.3618e+00
31098	 8.8000e-03	 1.0800e-02	 4.4924e+00	 6.7023e+00
31099	 9.0000e-03	 1.0800e-02	 4.2853e+00	 6.3807e+00
31100	 9.2000e-03	 1.0800e-02	 4.3888e+00	 5.9397e+00
31101	 9.4000e-03	 1.0800e-02	 4.2075e+00	 5.9713e+00
31102	 9.6000e-03	 1.0800e-02	 4.3730e+00	 6.4124e+00
31103	 9.8000e-03	 1.0800e-02	 4.3083e+00	 5.5022e+00
31104	 1.0000e-02	 1.0800e-02	 4.3977e+00	 6.1248e+00
31105	 1.0200e-02	 1.0800e-02	 4.3356e+00	 5.1587e+00
31106	 1.0400e-02	 1.0800e-02	 4.2603e+00	 5.2568e+00
31107	 1.0600e-02	 1.0800e-02	 4.4094e+00	 4.7958e+00
31108	 1.0800e-02	 1.0800e-02	 4.3421e+00	 4.4306e+00
31109	 1.1000e-02	 1.0800e-02	 4.3454e+00	 4.1176e+00
31110	 1.1200e-02	 1.0800e-02	 4.3655e+00	 5.9657e+00
31111	 1.1400e-02	 1.0800e-02	 4.4141e+00	 3.5749e+00
31112	 1.1600e-02	 1.0800e-02	 4.3970e+00	 4.5460e+00
31113	 1.1800e-02	 1.0800e-02	 4.3477e+00	 3.7348e+00
31114	 1.2000e-02	 1.0800e-02	 4.5210e+00	 4.2675e+00
31115	 1.2200e-02	 1.0800e-02	 4.3543e+00	 3.9829e+00
31116	 1.2400e-02	 1.0800e-02	 4.4049e+00	 3.1928e+00
31117	 1.2600e-02	 1.0800e-02	 4.3865e+00	 3.6305e+00
31118	 1.2800e-02	 1.0800e-02	 4.4399e+00	 2.7489e+00
31119	 1.3000e-02	 1.0800e-02	 4.3704e+00	 3.5069e+00
31120	 1.3200e-02	 1.0800e-02	 4.3652e+00	 3.1506e+00
31121	 1.3400e-02	 1.0800e-02	 4.3168e+00	 3.3895e+00
31122	 1.3600e-02	 1.0800e-02	 4.4444e+00	 2.1891e+00
31123	 1.3800e-02	 1.0800e-02	 4.4306e+00	 2.5115e+00
31124	 1.4000e-02	 1.0800e-02	 4.4388e+00	 2.7009e+00
31125	 1.4200e-02	 1.0800e-02	 4.3576e+00	 3.1433e+00
31126	 1.4400e-02	 1.0800e-02	 4.3596e+00	 3.3892e+00
31127	 1.4600e-02	 1.0800e-02	 4.3583e+00	 2.9647e+00
31128	 1.4800e-02	 1.0800e-02	 4.3471e+00	 3.2104e+00
31129	 1.5000e-02	 1.0800e-02	 4.4210e+00	 3.4549e+00
31130	 1.5200e-02	 1.0800e-02	 4.3369e+00	 3.0953e+00
31131	 1.5400e-02	 1.0800e-02	 4.3721e+00	 3.0066e+00
31132	 1.5600e-02	 1.0800e-02	 4.3412e+00	 3.2032e+00
31133	 1.5800e-02	 1.0800e-02	 4.3362e+00	 2.6115e+00
31134	 1.6000e-02	 1.0800e-02	 4.4730e+00	 3.1233e+00
31135	 1.6200e-02	 1.0800e-02	 4.4128e+00	 3.9590e+00
31136	 1.6400e-02	 1.0800e-02	 4.3977e+00	 3.9840e+00
31137	 1.6600e-02	 1.0800e-02	 4.3458e+00	 3.5577e+00
31138	 1.6800e-02	 1.0800e-02	 4.4135e+00	 2.7798e+00
31139	 1.7000e-02	 1.0800e-02	 4.4131e+00	 3.4354e+00
31140	 1.7200e-02	 1.0800e-02	 4.3257e+00	 3.7741e+00
31141	 1.7400e-02	 1.0800e-02	 4.2222e+00	 4.0263e+00
31142	 1.7600e-02	 1.0800e-02	 4.3694e+00	 4.7877e+00
31143	 1.7800e-02	 1.0800e-02	 4.4789e+00	 3.5054e+00
31144	 1.8000e-02	 1.0800e-02	 4.2912e+00	 2.5513e+00
31145	 1.8200e-02	 1.0800e-02	 4.3274e+00	 3.4451e+00
31146	 1.8400e-02	 1.0800e-02	 4.3760e+00	 4.4975e+00
31147	 1.8600e-02	 1.0800e-02	 4.3638e+00	 3.5519e+00
31148	 1.8800e-02	 1.0800e-02	 4.3760e+00	 3.5900e+00
31149	 1.9000e-02	 1.0800e-02	 4.4145e+00	 3.3291e+00
31150	 1.9200e-02	 1.0800e-02	 4.3888e+00	 3.9723e+00
31151	 1.9400e-02	 1.0800e-02	 4.3316e+00	 3.9362e+00
31152	 1.9600e-02	 1.0800e-02	 4.2764e+00	 3.6841e+00
31153	 1.9800e-02	 1.0800e-02	 4.2383e+00	 3.6742e+00
31154	 2.0000e-02	 1.0800e-02	 4.3011e+00	 3.6302e+00
31155	-2.0000e-02	 1.1000e-02	 4.2649e+00	 5.7967e+00
31156	-1.9800e-02	 1.1000e-02	 4.3326e+00	 5.6080e+00
31157	-1.9600e-02	 1.1000e-02	 4.3221e+00	 5.8210e+00
31158	-1.9400e-02	 1.1000e-02	 4.3329e+00	 5.4913e+00
31159	-1.9200e-02	 1.1000e-02	 4.3096e+00	 5.7014e+00
31160	-1.9000e-02	 1.1000e-02	 4.3444e+00	 5.5209e+00
31161	-1.8800e-02	 1.1000e-02	 4.4016e+00	 4.5946e+00
31162	-1.8600e-02	 1.1000e-02	 4.2873e+00	 5.0811e+00
31163	-1.8400e-02	 1.1000e-02	 4.3543e+00	 4.7645e+00
31164	-1.8200e-02	 1.1000e-02	 4.2583e+00	 5.2724e+00
31165	-1.8000e-02	 1.1000e-02	 4.3020e+00	 4.3576e+00
31166	-1.7800e-02	 1.1000e-02	 4.3234e+00	 5.0795e+00
31167	-1.7600e-02	 1.1000e-02	 4.4819e+00	 4.2391e+00
31168	-1.7400e-02	 1.1000e-02	 4.3300e+00	 4.1094e+00
31169	-1.7200e-02	 1.1000e-02	 4.3842e+00	 3.4086e+00
31170	-1.7000e-02	 1.1000e-02	 4.3799e+00	 3.4047e+00
31171	-1.6800e-02	 1.1000e-02	 4.3905e+00	 3.3090e+00
31172	-1.6600e-02	 1.1000e-02	 4.4283e+00	 3.7797e+00
31173	-1.6400e-02	 1.1000e-02	 4.3349e+00	 3.4191e+00
31174	-1.6200e-02	 1.1000e-02	 4.3875e+00	 3.5332e+00
31175	-1.6000e-02	 1.1000e-02	 4.2238e+00	 3.8908e+00
31176	-1.5800e-02	 1.1000e-02	 4.2840e+00	 3.3292e+00
31177	-1.5600e-02	 1.1000e-02	 4.2856e+00	 4.1415e+00
31178	-1.5400e-02	 1.1000e-02	 4.3372e+00	 4.3533e+00
31179	-1.5200e-02	 1.1000e-02	 4.3139e+00	 3.3141e+00
31180	-1.5000e-02	 1.1000e-02	 4.3924e+00	 3.5103e+00
31181	-1.4800e-02	 1.1000e-02	 4.2077e+00	 3.4665e+00
31182	-1.4600e-02	 1.1000e-02	 4.2448e+00	 3.2189e+00
31183	-1.4400e-02	 1.1000e-02	 4.2853e+00	 3.5338e+00
31184	-1.4200e-02	 1.1000e-02	 4.2573e+00	 2.8606e+00
31185	-1.4000e-02	 1.1000e-02	 4.3961e+00	 4.1467e+00
31186	-1.3800e-02	 1.1000e-02	 4.3543e+00	 2.7946e+00
31187	-1.3600e-02	 1.1000e-02	 4.4381e+00	 3.2110e+00
31188	-1.3400e-02	 1.1000e-02	 4.2386e+00	 3.1285e+00
31189	-1.3200e-02	 1.1000e-02	 4.4329e+00	 3.1065e+00
31190	-1.3000e-02	 1.1000e-02	 4.3905e+00	 4.4786e+00
31191	-1.2800e-02	 1.1000e-02	 4.4720e+00	 4.4720e+00
31192	-1.2600e-02	 1.1000e-02	 4.2725e+00	 3.3930e+00
31193	-1.2400e-02	 1.1000e-02	 4.1959e+00	 3.9503e+00
31194	-1.2200e-02	 1.1000e-02	 4.3546e+00	 5.2869e+00
31195	-1.2000e-02	 1.1000e-02	 4.3533e+00	 3.6351e+00
31196	-1.1800e-02	 1.1000e-02	 4.4085e+00	 4.5611e+00
31197	-1.1600e-02	 1.1000e-02	 4.3190e+00	 5.4595e+00
31198	-1.1400e-02	 1.1000e-02	 4.3428e+00	 4.8367e+00
31199	-1.1200e-02	 1.1000e-02	 4.3004e+00	 4.2232e+00
31200	-1.1000e-02	 1.1000e-02	 4.3504e+00	 5.0492e+00
31201	-1.0800e-02	 1.1000e-02	 4.2909e+00	 5.1927e+00
31202	-1.0600e-02	 1.1000e-02	 4.4667e+00	 6.0488e+00
31203	-1.0400e-02	 1.1000e-02	 4.3080e+00	 6.4152e+00
31204	-1.0200e-02	 1.1000e-02	 4.3359e+00	 6.1478e+00
31205	-1.0000e-02	 1.1000e-02	 4.3767e+00	 4.7662e+00
31206	-9.8000e-03	 1.1000e-02	 4.3283e+00	 5.0052e+00
31207	-9.6000e-03	 1.1000e-02	 4.4296e+00	 6.9558e+00
31208	-9.4000e-03	 1.1000e-02	 4.4565e+00	 5.2967e+00
31209	-9.2000e-03	 1.1000e-02	 4.3481e+00	 6.1662e+00
31210	-9.0000e-03	 1.1000e-02	 4.3011e+00	 6.4877e+00
31211	-8.8000e-03	 1.1000e-02	 4.3793e+00	 6.6274e+00
31212	-8.6000e-03	 1.1000e-02	 4.3806e+00	 5.9561e+00
31213	-8.4000e-03	 1.1000e-02	 4.3665e+00	 5.5117e+00
31214	-8.2000e-03	 1.1000e-02	 4.3323e+00	 6.1152e+00
31215	-8.0000e-03	 1.1000e-02	 4.4273e+00	 5.7428e+00
31216	-7.8000e-03	 1.1000e-02	 4.3885e+00	 5.3564e+00
31217	-7.6000e-03	 1.1000e-02	 4.2767e+00	 6.6859e+00
31218	-7.4000e-03	 1.1000e-02	 4.2172e+00	 6.0574e+00
31219	-7.2000e-03	 1.1000e-02	 4.3336e+00	 5.7510e+00
31220	-7.0000e-03	 1.1000e-02	 4.2294e+00	 5.2928e+00
31221	-6.8000e-03	 1.1000e-02	 4.4332e+00	 4.9207e+00
31222	-6.6000e-03	 1.1000e-02	 4.3928e+00	 4.7622e+00
31223	-6.4000e-03	 1.1000e-02	 4.4286e+00	 5.4072e+00
31224	-6.2000e-03	 1.1000e-02	 4.3615e+00	 5.2328e+00
31225	-6.0000e-03	 1.1000e-02	 4.3642e+00	 5.3855e+00
31226	-5.8000e-03	 1.1000e-02	 4.3316e+00	 5.6688e+00
31227	-5.6000e-03	 1.1000e-02	 4.2925e+00	 6.0396e+00
31228	-5.4000e-03	 1.1000e-02	 4.4026e+00	 5.8437e+00
31229	-5.2000e-03	 1.1000e-02	 4.3790e+00	 5.7030e+00
31230	-5.0000e-03	 1.1000e-02	 4.4296e+00	 5.5275e+00
31231	-4.8000e-03	 1.1000e-02	 4.3500e+00	 5.8398e+00
31232	-4.6000e-03	 1.1000e-02	 4.2951e+00	 5.6212e+00
31233	-4.4000e-03	 1.1000e-02	 4.3247e+00	 5.1777e+00
31234	-4.2000e-03	 1.1000e-02	 4.3487e+00	 5.2008e+00
31235	-4.0000e-03	 1.1000e-02	 4.4138e+00	 5.6813e+00
31236	-3.8000e-03	 1.1000e-02	 4.3162e+00	 5.3668e+00
31237	-3.6000e-03	 1.1000e-02	 4.3356e+00	 5.3110e+00
31238	-3.4000e-03	 1.1000e-02	 4.2287e+00	 5.6905e+00
31239	-3.2000e-03	 1.1000e-02	 4.1936e+00	 5.7722e+00
31240	-3.0000e-03	 1.1000e-02	 4.3287e+00	 6.2139e+00
31241	-2.8000e-03	 1.1000e-02	 4.4237e+00	 5.8542e+00
31242	-2.6000e-03	 1.1000e-02	 4.3228e+00	 5.3421e+00
31243	-2.4000e-03	 1.1000e-02	 4.5006e+00	 6.1271e+00
31244	-2.2000e-03	 1.1000e-02	 4.3024e+00	 5.3267e+00
31245	-2.0000e-03	 1.1000e-02	 4.3333e+00	 5.1580e+00
31246	-1.8000e-03	 1.1000e-02	 4.3941e+00	 5.5048e+00
31247	-1.6000e-03	 1.1000e-02	 4.3037e+00	 5.5393e+00
31248	-1.4000e-03	 1.1000e-02	 4.5012e+00	 5.8853e+00
31249	-1.2000e-03	 1.1000e-02	 4.4115e+00	 5.8089e+00
31250	-1.0000e-03	 1.1000e-02	 4.4043e+00	 5.9180e+00
31251	-8.0000e-04	 1.1000e-02	 4.3645e+00	 5.4003e+00
31252	-6.0000e-04	 1.1000e-02	 4.4000e+00	 5.8911e+00
31253	-4.0000e-04	 1.1000e-02	 4.4957e+00	 5.6935e+00
31254	-2.0000e-04	 1.1000e-02	 4.4700e+00	 5.7231e+00
